COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS
ID,AUTHOR,2020-12-11,They just talking thats it de. They wont any other.,0
ID,AUTHOR,2020-12-11,Today am going to college so am not able to atten the class.,0
ID,AUTHOR,2020-12-11,I'm in class. Will holla later,0
ID,AUTHOR,2020-12-11,Easy ah?sen got selected means its good..,0
ID,AUTHOR,2020-12-11,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,0
ID,AUTHOR,2020-12-11,We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6. LS15HB 150p,1
ID,AUTHOR,2020-12-11,Come round. it's . ,0
ID,AUTHOR,2020-12-11,Do 1 thing! Change that sentence into: "Because i want 2 concentrate in my educational career im leaving here..",0
ID,AUTHOR,2020-12-11,1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE. eg GIRL ZOE 18 to 8007 to join and get chatting!,1
ID,AUTHOR,2020-12-11,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,0
ID,AUTHOR,2020-12-11,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
ID,AUTHOR,2020-12-11,Are you available for soiree on June 3rd?,0
ID,AUTHOR,2020-12-11,Do u noe wat time e place dat sells 4d closes?,0
ID,AUTHOR,2020-12-11,I got another job! The one at the hospital doing data analysis or something. starts on monday! Not sure when my thesis will got finished,0
ID,AUTHOR,2020-12-11,Jay's getting really impatient and belligerent,0
ID,AUTHOR,2020-12-11,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0
ID,AUTHOR,2020-12-11,I'm at work. Please call,0
ID,AUTHOR,2020-12-11,Then u drive lor.,0
ID,AUTHOR,2020-12-11,Ard 515 like dat. Y?,0
ID,AUTHOR,2020-12-11,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0
ID,AUTHOR,2020-12-11,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1
ID,AUTHOR,2020-12-11,I'm working technical support :)voice process.networking field.,0
ID,AUTHOR,2020-12-11,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0
ID,AUTHOR,2020-12-11,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0
ID,AUTHOR,2020-12-11,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1
ID,AUTHOR,2020-12-11,That's fine. I'll bitch at you about it later then,0
ID,AUTHOR,2020-12-11,No my mum went 2 dentist.,0
ID,AUTHOR,2020-12-11,Once free call me sir. I am waiting for you.,0
ID,AUTHOR,2020-12-11,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
ID,AUTHOR,2020-12-11,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1
ID,AUTHOR,2020-12-11,Jus finish bathing...,0
ID,AUTHOR,2020-12-11,alright. I'll make sure the car is back tonight,0
ID,AUTHOR,2020-12-11,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1
ID,AUTHOR,2020-12-11,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1
ID,AUTHOR,2020-12-11,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0
ID,AUTHOR,2020-12-11,Aight ill get on fb in a couple minutes,0
ID,AUTHOR,2020-12-11,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0
ID,AUTHOR,2020-12-11,Where can download clear movies. Dvd copies.,0
ID,AUTHOR,2020-12-11,Yep. by the pretty sculpture,0
ID,AUTHOR,2020-12-11,Convey my regards to him,0
ID,AUTHOR,2020-12-11,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0
ID,AUTHOR,2020-12-11,You tell what happen dont behave like this to me. Ok no need to say,0
ID,AUTHOR,2020-12-11,Can u get pic msgs to your phone?,0
ID,AUTHOR,2020-12-11,Send to someone else :-),0
ID,AUTHOR,2020-12-11,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
ID,AUTHOR,2020-12-11,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my,0
ID,AUTHOR,2020-12-11,FR'NDSHIP is like a needle of a clock. Though V r in d same clock. V r nt able 2 met. Evn if V meet.itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-),0
ID,AUTHOR,2020-12-11,I don't think he has spatula hands!,0
ID,AUTHOR,2020-12-11,You can never do NOTHING,0
ID,AUTHOR,2020-12-11,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,1
ID,AUTHOR,2020-12-11,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0
ID,AUTHOR,2020-12-11,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1
ID,AUTHOR,2020-12-11,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0
ID,AUTHOR,2020-12-11,Where r we meeting?,0
ID,AUTHOR,2020-12-11,Well the weather in cali's great. But its complexities are great. You need a car to move freely. its taxes are outrageous. But all in all its a great place. The sad part is i missing home.,0
ID,AUTHOR,2020-12-11,Now only i reached home. . . I am very tired now. . I will come tomorro,0
ID,AUTHOR,2020-12-11,Ryder unsold.now gibbs.,0
ID,AUTHOR,2020-12-11,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1
ID,AUTHOR,2020-12-11,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0
ID,AUTHOR,2020-12-11,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
ID,AUTHOR,2020-12-11,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0
ID,AUTHOR,2020-12-11,You busy or can I come by at some point and figure out what we're doing tomorrow,0
ID,AUTHOR,2020-12-11,Yeah go on then. bored and depressed sittin waitin for phone to ring... Hope the wind drops though. scary,0
ID,AUTHOR,2020-12-11,Black shirt n blue jeans... I thk i c ü...,0
ID,AUTHOR,2020-12-11,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0
ID,AUTHOR,2020-12-11,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1
ID,AUTHOR,2020-12-11,on hen night. Going with a swing,0
ID,AUTHOR,2020-12-11,Good afternoon. my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*,0
ID,AUTHOR,2020-12-11,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0
ID,AUTHOR,2020-12-11,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0
ID,AUTHOR,2020-12-11,S s..first time..dhoni rocks...,0
ID,AUTHOR,2020-12-11,Ok ill tell the company,0
ID,AUTHOR,2020-12-11,Awesome. think we can get an 8th at usf some time tonight?,0
ID,AUTHOR,2020-12-11,So that means you still think of teju,0
ID,AUTHOR,2020-12-11,No I'm good for the movie. is it ok if I leave in an hourish?,0
ID,AUTHOR,2020-12-11,No no:)this is kallis home ground.amla home town is durban:),0
ID,AUTHOR,2020-12-11,So lets make it saturday or monday as per convenience.,0
ID,AUTHOR,2020-12-11,Hey... What time is your driving on fri? We go for evaluation on fri?,0
ID,AUTHOR,2020-12-11,449050000301 You have won a £2.000 price! To claim. call 09050000301.,1
ID,AUTHOR,2020-12-11,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0
ID,AUTHOR,2020-12-11,Bored of speed dating? Try SPEEDCHAT. txt SPEEDCHAT to 80155. if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16,1
ID,AUTHOR,2020-12-11,Cancel cheyyamo?and get some money back?,0
ID,AUTHOR,2020-12-11,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1
ID,AUTHOR,2020-12-11,Ok.ok ok..then..whats ur todays plan,0
ID,AUTHOR,2020-12-11,Good morning princess! How are you?,0
ID,AUTHOR,2020-12-11,Aiyar sorry lor forgot 2 tell u...,0
ID,AUTHOR,2020-12-11,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1
ID,AUTHOR,2020-12-11,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0
ID,AUTHOR,2020-12-11,Height of "Oh shit....!!" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay..;-):-D,0
ID,AUTHOR,2020-12-11,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1
ID,AUTHOR,2020-12-11,So check your errors and if you had difficulties. do correction.,0
ID,AUTHOR,2020-12-11,Howz pain?hope u r fine..,0
ID,AUTHOR,2020-12-11,Sorry. I'll call later,0
ID,AUTHOR,2020-12-11,Good morning princess! How are you?,0
ID,AUTHOR,2020-12-11,As I entered my cabin my PA said. '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.,0
ID,AUTHOR,2020-12-11,U wake up already? Thanx 4 e tau sar piah it's quite nice.,0
ID,AUTHOR,2020-12-11,K do I need a login or anything,0
ID,AUTHOR,2020-12-11,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1
ID,AUTHOR,2020-12-11,LOL ... No just was busy,0
ID,AUTHOR,2020-12-11,What * u wearing?,0
ID,AUTHOR,2020-12-11,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0
ID,AUTHOR,2020-12-11,Oh:)as usual vijay film or its different?,0
ID,AUTHOR,2020-12-11,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1
ID,AUTHOR,2020-12-11,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0
ID,AUTHOR,2020-12-11,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0
ID,AUTHOR,2020-12-11,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0
ID,AUTHOR,2020-12-11,Thank you. winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832,1
ID,AUTHOR,2020-12-11,Babe ? I lost you ... :-(,0
ID,AUTHOR,2020-12-11,Ok... Help me ask if she's working tmr a not?,0
ID,AUTHOR,2020-12-11,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0
ID,AUTHOR,2020-12-11,Not a drop in the tank,0
ID,AUTHOR,2020-12-11,(That said can you text him one more time?),0
ID,AUTHOR,2020-12-11,Sorry. I'll call later,0
ID,AUTHOR,2020-12-11,Ok i go change also...,0
ID,AUTHOR,2020-12-11,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1
ID,AUTHOR,2020-12-11,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0
ID,AUTHOR,2020-12-11,Sorry man. accidentally left my phone on silent last night and didn't check it til I got up,0
ID,AUTHOR,2020-12-11,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0
ID,AUTHOR,2020-12-11,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0
ID,AUTHOR,2020-12-11,Hey! There's veggie pizza... :/,0
ID,AUTHOR,2020-12-11,Yun buying... But school got offer 2000 plus only...,0
ID,AUTHOR,2020-12-11,You sure your neighbors didnt pick it up,0
ID,AUTHOR,2020-12-11,K. I will sent it again,0
ID,AUTHOR,2020-12-11,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1
ID,AUTHOR,2020-12-11,New Theory: Argument wins d SITUATION. but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say. I'm always correct.!,0
ID,AUTHOR,2020-12-11,Well. Im computerless. Time to make some oreo truffles,0
ID,AUTHOR,2020-12-11,Haha yeah I see that now. be there in a sec,0
ID,AUTHOR,2020-12-11,I am not having her number sir,0
ID,AUTHOR,2020-12-11,Lol now I'm after that hot air balloon!,0
ID,AUTHOR,2020-12-11,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0
ID,AUTHOR,2020-12-11,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0
ID,AUTHOR,2020-12-11,Yeah. we can probably swing by once my roommate finishes up with his girl,0
ID,AUTHOR,2020-12-11,Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p). see packs or lucozade.co.uk/wrc & itcould be u!,1
ID,AUTHOR,2020-12-11,Happy new years melody!,0
ID,AUTHOR,2020-12-11,Ü dun need to pick ur gf?,0
ID,AUTHOR,2020-12-11,Yay! You better not have told that to 5 other girls either.,0
ID,AUTHOR,2020-12-11,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0
ID,AUTHOR,2020-12-11,Did he say how fantastic I am by any chance. or anything need a bigger life lift as losing the will 2 live. do you think I would be the first person 2 die from N V Q? ,0
ID,AUTHOR,2020-12-11,Just nw i came to hme da..,0
ID,AUTHOR,2020-12-11,I'm outside islands. head towards hard rock and you'll run into me,0
ID,AUTHOR,2020-12-11,To day class is there are no class.,0
ID,AUTHOR,2020-12-11,I'm in chennai velachery:),0
ID,AUTHOR,2020-12-11,You flippin your shit yet?,0
ID,AUTHOR,2020-12-11,K give me a sec. breaking a  &lt;#&gt;  at cstore,0
ID,AUTHOR,2020-12-11,Am i that much bad to avoid like this?,0
ID,AUTHOR,2020-12-11,Yo. you around? Just got my car back,0
ID,AUTHOR,2020-12-11,Annoying isn't it.,0
ID,AUTHOR,2020-12-11,Goodmorning. Today i am late for  &lt;#&gt; min.,0
ID,AUTHOR,2020-12-11,There's no point hangin on to mr not right if he's not makin u happy,0
ID,AUTHOR,2020-12-11,All will come alive.better correct any good looking figure there itself..,0
ID,AUTHOR,2020-12-11,In that case I guess I'll see you at campus lodge,0
ID,AUTHOR,2020-12-11,We're done...,0
ID,AUTHOR,2020-12-11,Come to my home for one last time i wont do anything. Trust me.,0
ID,AUTHOR,2020-12-11,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0
ID,AUTHOR,2020-12-11,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,1
ID,AUTHOR,2020-12-11,Ok... C ya...,0
ID,AUTHOR,2020-12-11,You have 1 new voicemail. Please call 08719181503,1
ID,AUTHOR,2020-12-11,What he said is not the matter. My mind saying some other matter is there.,0
ID,AUTHOR,2020-12-11,He also knows about lunch menu only da. . I know,0
ID,AUTHOR,2020-12-11,Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go. thanx.xx,0
ID,AUTHOR,2020-12-11,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0
ID,AUTHOR,2020-12-11,Otherwise had part time job na-tuition..,0
ID,AUTHOR,2020-12-11,I know she called me,0
ID,AUTHOR,2020-12-11,Me also da. i feel yesterday night  wait til 2day night dear.,0
ID,AUTHOR,2020-12-11,Thanks for understanding. I've been trying to tell sura that.,0
ID,AUTHOR,2020-12-11,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1
ID,AUTHOR,2020-12-11,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0
ID,AUTHOR,2020-12-11,As a SIM subscriber. you are selected to receive a Bonus! Get it delivered to your door. Txt the word OK to No: 88600 to claim. 150p/msg. EXP. 30Apr,1
ID,AUTHOR,2020-12-11,I need you to be in my strong arms...,0
ID,AUTHOR,2020-12-11,Also maaaan are you missing out,0
ID,AUTHOR,2020-12-11,His bday real is in april .,0
ID,AUTHOR,2020-12-11,Guessin you ain't gonna be here before 9?,0
ID,AUTHOR,2020-12-11,Ok then i will come to ur home after half an hour,0
ID,AUTHOR,2020-12-11,Yo. the game almost over? Want to go to walmart soon,0
ID,AUTHOR,2020-12-11,Yeah. probably but not sure. Ilol let u know. but personally I wuldnt bother. then again if ur goin to then I mite as well!!,0
ID,AUTHOR,2020-12-11,I'll text now! All creepy like so he won't think that we forgot,0
ID,AUTHOR,2020-12-11,that would be good … I'll phone you tomo lunchtime. shall I. to organise something?,0
ID,AUTHOR,2020-12-11,You have 1 new voicemail. Please call 08719181513.,1
ID,AUTHOR,2020-12-11,Damn. can you make it tonight or do you want to just wait til tomorrow,0
ID,AUTHOR,2020-12-11,K..k..i'm also fine:)when will you complete the course?,0
ID,AUTHOR,2020-12-11,True. It is passable. And if you get a high score and apply for phd. you get 5years of salary. So it makes life easier.,0
ID,AUTHOR,2020-12-11,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
ID,AUTHOR,2020-12-11,Prakesh is there know.,0
ID,AUTHOR,2020-12-11,Teach me apps da. When you come to college.,0
ID,AUTHOR,2020-12-11,Rofl betta invest in some  anti aging products,0
ID,AUTHOR,2020-12-11,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1
ID,AUTHOR,2020-12-11,sir. you will receive the account no another 1hr time. Sorry for the delay.,0
ID,AUTHOR,2020-12-11,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1
ID,AUTHOR,2020-12-11,So ü'll be submitting da project tmr rite?,0
ID,AUTHOR,2020-12-11,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1
ID,AUTHOR,2020-12-11,Jus ans me lar. U'll noe later.,0
ID,AUTHOR,2020-12-11,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0
ID,AUTHOR,2020-12-11,have got * few things to do. may be in * pub later.,0
ID,AUTHOR,2020-12-11,1's finish meeting call me.,0
ID,AUTHOR,2020-12-11,Lol ok. I'll snatch her purse too.,0
ID,AUTHOR,2020-12-11,"Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx",0
ID,AUTHOR,2020-12-11,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
ID,AUTHOR,2020-12-11,How much are we getting?,0
ID,AUTHOR,2020-12-11,Is ur paper in e morn or aft tmr?,0
ID,AUTHOR,2020-12-11,Dear relieved of westonzoyland. all going to plan this end too!,0
ID,AUTHOR,2020-12-11,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0
ID,AUTHOR,2020-12-11,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0
ID,AUTHOR,2020-12-11,I want to show you the world. princess :) how about europe?,0
ID,AUTHOR,2020-12-11,Nobody can decide where to eat and dad wants Chinese,0
ID,AUTHOR,2020-12-11,No shoot me. I'm in the docs waiting room. :/,0
ID,AUTHOR,2020-12-11,Now? I'm going out 4 dinner soon..,0
ID,AUTHOR,2020-12-11,Hello which the site to download songs its urgent pls,0
ID,AUTHOR,2020-12-11,I do know what u mean.  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ,0
ID,AUTHOR,2020-12-11,Horrible gal. Me in sch doing some stuff. How come u got mc?,0
ID,AUTHOR,2020-12-11,HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME. HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED.BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x,0
ID,AUTHOR,2020-12-11,I call you later. don't have network. If urgnt. sms me.,0
ID,AUTHOR,2020-12-11,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
ID,AUTHOR,2020-12-11,Please CALL 08712402779 immediately as there is an urgent message waiting for you,1
ID,AUTHOR,2020-12-11,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0
ID,AUTHOR,2020-12-11,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,0
ID,AUTHOR,2020-12-11,What your plan for pongal?,0
ID,AUTHOR,2020-12-11,Just wait till end of march when el nino gets himself. Oh.,0
ID,AUTHOR,2020-12-11,Not yet chikku..going to room nw. i'm in bus..,0
ID,AUTHOR,2020-12-11,Am also doing in cbe only. But have to pay.,0
ID,AUTHOR,2020-12-11,Honey boo I'm missing u.,0
ID,AUTHOR,2020-12-11,We have sent JD for Customer Service cum Accounts Executive to ur mail id. For details contact us,0
ID,AUTHOR,2020-12-11,Yo. I'm at my parents' gettin cash. Good news: we picked up a downstem,0
ID,AUTHOR,2020-12-11,Thank you so much. When we skyped wit kz and sura. we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!,0
ID,AUTHOR,2020-12-11,Hungry gay guys feeling hungry and up 4 it. now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min),1
ID,AUTHOR,2020-12-11,Ok. No wahala. Just remember that a friend in need ...,0
ID,AUTHOR,2020-12-11,I will see in half an hour,0
ID,AUTHOR,2020-12-11,Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing.remixed by evil men on acid!,0
ID,AUTHOR,2020-12-11,"Hey sorry I didntgive ya a a bellearlier hunny.just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",0
ID,AUTHOR,2020-12-11,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0
ID,AUTHOR,2020-12-11,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,1
ID,AUTHOR,2020-12-11,Tee hee. Off to lecture. cheery bye bye.,0
ID,AUTHOR,2020-12-11,Sorry chikku. my cell got some problem thts y i was nt able to reply u or msg u..,0
ID,AUTHOR,2020-12-11,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0
ID,AUTHOR,2020-12-11,Ok...,0
ID,AUTHOR,2020-12-11,network operator. The service is free. For T & C's visit 80488.biz,1
